stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,84.966,2.023,0.000,76,0,9,2937564212.014,236644586.854
refined,246.819,2.023,0.000,76,0,9,2937564212.014,86007218.471
