stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,72.025,2.023,0.000,76,0,9,2736199253.868,256319167.911
refined,186.107,2.023,0.000,76,0,9,2736199253.868,105240603.563
