stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.921,"[-1.68, -0.163]",0.759,-2.424,0.018
norefined,c,-5.561,"[-10.06, -1.062]",4.499,-2.467,0.016
norefined,s,-4.057,"[-7.365, -0.749]",3.308,-2.448,0.017
norefined,k0,1.114,"[-0.947, 3.175]",2.061,1.079,0.284
norefined,k1,-0.105,"[-1.168, 0.958]",1.063,-0.197,0.845
norefined,k2,0.095,"[-0.721, 0.91]",0.816,0.232,0.817
norefined,k3,-0.964,"[-2.45, 0.522]",1.486,-1.294,0.200
norefined,k4,-0.351,"[-1.352, 0.649]",1.000,-0.701,0.486
norefined,k5,-0.984,"[-2.01, 0.043]",1.026,-1.913,0.060
refined,tt,-1.334,"[-1.843, -0.824]",0.509,-5.229,0.000
refined,c,-8.432,"[-11.859, -5.006]",3.426,-4.912,0.000
refined,s,-3.828,"[-5.221, -2.434]",1.393,-5.483,0.000
refined,k0,0.146,"[-0.664, 0.957]",0.811,0.361,0.720
refined,k1,-0.173,"[-1.061, 0.715]",0.888,-0.389,0.698
refined,k2,0.022,"[-0.529, 0.573]",0.551,0.078,0.938
refined,k3,0.024,"[-1.107, 1.155]",1.131,0.042,0.966
refined,k4,0.064,"[-0.638, 0.767]",0.702,0.183,0.855
refined,k5,0.430,"[-0.218, 1.079]",0.649,1.324,0.190
