stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.580,-5.091,-4.472,1.517,-0.167,0.490,-0.767,-0.339,-0.726,706058665.998,0.114
norefined,2,-1.075,-5.054,-4.449,1.499,-0.183,0.513,-0.750,-0.366,-0.699,256319167.910,0.213
norefined,3,-1.361,-5.240,-4.189,1.366,-0.174,0.340,-0.827,-0.340,-0.807,297213917.673,0.260
norefined,4,-0.881,-5.344,-4.203,1.325,-0.163,0.294,-0.845,-0.346,-0.877,311206364.834,0.165
norefined,5,-1.375,-5.312,-4.144,1.300,-0.175,0.291,-0.842,-0.352,-0.854,287481407.799,0.259
norefined,6,-0.894,-5.413,-4.160,1.263,-0.162,0.251,-0.859,-0.358,-0.919,296825149.108,0.165
norefined,7,-1.388,-5.377,-4.105,1.242,-0.172,0.253,-0.851,-0.365,-0.888,280250768.116,0.258
norefined,8,-0.905,-5.475,-4.122,1.207,-0.158,0.216,-0.866,-0.372,-0.951,286200362.739,0.165
norefined,9,-1.399,-5.436,-4.072,1.189,-0.166,0.222,-0.855,-0.380,-0.913,274725607.477,0.257
norefined,10,-0.916,-5.533,-4.090,1.156,-0.151,0.189,-0.869,-0.387,-0.974,278290188.081,0.165
refined,11,-1.075,-5.054,-4.449,1.499,-0.183,0.513,-0.750,-0.366,-0.699,256319167.910,0.213
refined,12,-0.324,-2.879,-0.210,-0.533,0.034,0.022,0.410,0.178,0.244,639214633.983,0.112
refined,13,-0.404,-2.553,-1.082,-0.181,-0.075,0.232,0.300,0.184,-0.013,145976669.418,0.158
refined,14,-0.548,-3.401,-1.553,-0.095,-0.058,0.252,0.226,0.218,-0.001,118493846.208,0.161
refined,15,-0.707,-4.376,-2.022,0.012,-0.077,0.283,0.140,0.179,0.043,107415870.975,0.161
refined,16,-0.791,-4.941,-2.261,0.080,-0.136,0.306,0.103,0.111,0.088,105393480.666,0.160
refined,17,-0.810,-5.093,-2.315,0.082,-0.170,0.315,0.102,0.083,0.116,105250042.264,0.159
refined,18,-0.813,-5.123,-2.325,0.080,-0.178,0.316,0.098,0.077,0.124,105241214.167,0.159
refined,19,-0.814,-5.129,-2.328,0.079,-0.180,0.316,0.097,0.075,0.126,105240641.030,0.159
refined,20,-0.814,-5.131,-2.328,0.079,-0.181,0.316,0.097,0.075,0.127,105240603.562,0.159
