stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.351,"[-2.202, -0.5]",0.851,-3.168,0.002
norefined,c,-5.448,"[-9.178, -1.718]",3.730,-2.915,0.005
norefined,s,-4.082,"[-6.673, -1.491]",2.591,-3.145,0.002
norefined,k0,1.209,"[-0.705, 3.123]",1.914,1.261,0.212
norefined,k1,-0.040,"[-1.089, 1.009]",1.049,-0.076,0.940
norefined,k2,0.113,"[-0.697, 0.923]",0.810,0.278,0.782
norefined,k3,-0.976,"[-2.052, 0.1]",1.076,-1.810,0.075
norefined,k4,-0.390,"[-1.498, 0.717]",1.107,-0.704,0.484
norefined,k5,-0.983,"[-2.039, 0.074]",1.056,-1.857,0.068
refined,tt,-0.992,"[-1.267, -0.718]",0.275,-7.214,0.000
refined,c,-5.655,"[-7.172, -4.137]",1.517,-7.438,0.000
refined,s,-3.176,"[-4.081, -2.272]",0.905,-7.009,0.000
refined,k0,0.492,"[-0.154, 1.138]",0.646,1.520,0.133
refined,k1,0.524,"[-0.022, 1.07]",0.546,1.915,0.060
refined,k2,-0.138,"[-0.554, 0.279]",0.416,-0.661,0.511
refined,k3,-0.596,"[-1.245, 0.053]",0.649,-1.833,0.071
refined,k4,-0.010,"[-0.485, 0.465]",0.475,-0.042,0.966
refined,k5,-0.236,"[-0.655, 0.183]",0.419,-1.125,0.265
